equipment_id,equipment_type,usage_hours,days_since_maintenance,temperature,load,failure
466,X-Ray,460,14,33.867854745658796,0.6790286619206058,1
467,Ventilator,122,9,23.101810234491616,0.802359798532547,0
468,MRI,331,40,58.40017801021482,0.29548818792208953,0
469,Ventilator,298,66,33.4820706183608,0.22404060924331187,0
470,X-Ray,96,25,30.800626248363407,0.6967378040504429,0
471,X-Ray,170,73,25.313335053394482,0.10169189517241958,1
472,MRI,263,22,26.19853742744094,0.2605353258765969,0
473,X-Ray,288,4,55.080242026555325,0.12616424230955836,0
474,Ventilator,105,26,61.29247195199573,0.2501966060693839,1
475,MRI,399,58,43.842739307864065,0.2631873519329547,0
476,Ventilator,156,29,48.793824895524395,0.4489062352753548,0
477,Ventilator,368,98,61.158064158979045,0.4620944122179004,1
478,MRI,97,87,21.042787411128778,0.886836223549214,1
479,Ventilator,110,37,39.387839424216715,0.5590987412489427,0
480,X-Ray,386,75,78.38586488422078,0.7510642890510576,1
481,Ventilator,75,70,54.806733781728084,0.19372362212825872,0
482,MRI,341,18,35.25347479384959,0.30289487991732444,0
483,MRI,306,85,51.30380279817279,0.7326490968808091,1
484,MRI,57,42,40.559209287254916,0.1475235644216753,0
485,Ventilator,162,41,51.934699329577946,0.5379378960193778,0
486,MRI,404,38,27.544490708398932,0.6394320690966404,1
487,MRI,302,34,27.96287922915664,0.641931079647233,0
488,Ventilator,229,17,28.612541722363574,0.12063953014123784,0
489,X-Ray,256,37,76.3891875156105,0.389897203806267,1
490,Ventilator,352,25,63.97393510048051,0.6728415859442386,1
491,MRI,176,76,29.742913679739253,0.2340997625343191,1
492,MRI,105,87,31.300945025936088,0.725874083495248,1
493,Ventilator,263,86,63.84976849225258,0.771332687932307,1
494,X-Ray,63,85,29.36983068753044,0.9837722714015308,1
495,MRI,77,27,34.073677600089724,0.2888577953707685,0
496,MRI,127,57,77.80080996922393,0.8426176008995037,1
497,MRI,265,31,35.31839148370591,0.5682669192267886,0
498,Ventilator,435,6,59.69794102226881,0.4361163365297561,1
499,MRI,414,91,,0.21013908159266015,1
500,X-Ray,203,40,42.45780602838756,0.7619550458387838,0
